abjecções;abjeções
objectivásseis;objetivásseis
objectivássemos;objetivássemos
objectivávamos;objetivávamos
objectiváveis;objetiváveis
objectivável;objetivável
objectá-la;objetá-la
objectá-las;objetá-las
objectá-lo-íamos;objetá-lo-íamos
objectá-lo-ei;objetá-lo-ei
objectá-lo-íeis;objetá-lo-íeis
objectá-lo-eis;objetá-lo-eis
objectá-lo-emos;objetá-lo-emos
objectá-lo-iam;objetá-lo-iam
objectá-lo-ia;objetá-lo-ia
objectá-lo-ias;objetá-lo-ias
objectá-lo-á;objetá-lo-á
objectá-lo;objetá-lo
objectá-lo-ão;objetá-lo-ão
objectá-lo-ás;objetá-lo-ás
objectá-los;objetá-los
objectámos;objetámos
objecto;objeto
objectora;objetora
objectoras;objetoras
objectores;objetores
objector;objetor
objectos;objetos
objectou;objetou
objectáramos;objetáramos
objectáreis;objetáreis
objectásseis;objetásseis
objectássemos;objetássemos
objectávamos;objetávamos
objectáveis;objetáveis
objectável;objetável
obliquidade;obliquidade
obliquidades;obliquidades
obsequente;obsequente
odisseia;odisseia
odisseias;odisseias
odisseico;odisseico
olfactada;olfatada
olfactadas;olfatadas
olfactado;olfatado
olfactados;olfatados
olfactai;olfatai
olfactais;olfatais
olfactam;olfatam
olfactamos;olfatamos
olfactando;olfatando
olfacta;olfata
olfactaram;olfataram
olfactaríamos;olfataríamos
olfactara;olfatara
olfactaras;olfataras
olfactardes;olfatardes
olfactarei;olfatarei
olfactaríeis;olfataríeis
olfactareis;olfatareis
olfactarem;olfatarem
olfactaremos;olfataremos
olfactares;olfatares
olfactariam;olfatariam
olfactaria;olfataria
olfactarias;olfatarias
olfactar-lha;olfatar-lha
olfactar-lhas;olfatar-lhas
olfactar-lhe;olfatar-lhe
olfactar-lhes;olfatar-lhes
olfactar-lho;olfatar-lho
olfactar-lhos;olfatar-lhos
olfactar-me-ei;olfatar-me-ei
olfactar-me-ia;olfatar-me-ia
olfactar-me;olfatar-me
olfactarmos;olfatarmos
olfactar-nos-íamos;olfatar-nos-íamos
olfactar-nos-emos;olfatar-nos-emos
olfactar-nos;olfatar-nos
olfactará;olfatará
olfactar;olfatar
olfactarão;olfatarão
olfactar-se-iam;olfatar-se-iam
olfactar-se-ia;olfatar-se-ia
olfactar-se-á;olfatar-se-á
olfactar-se;olfatar-se
olfactar-se-ão;olfatar-se-ão
olfactarás;olfatarás
olfactar-te-ei;olfatar-te-ei
olfactar-te-ias;olfatar-te-ias
olfactar-te-á;olfatar-te-á
olfactar-te;olfatar-te
olfactar-te-ás;olfatar-te-ás
olfactar-vos-íeis;olfatar-vos-íeis
olfactar-vos-eis;olfatar-vos-eis
olfactar-vos;olfatar-vos
olfactas;olfatas
olfactassem;olfatassem
olfactasse;olfatasse
olfactasses;olfatasses
olfactaste;olfataste
olfactastes;olfatastes
olfactavam;olfatavam
olfactava;olfatava
olfactavas;olfatavas
olfactei;olfatei
olfacteis;olfateis
olfactem;olfatem
olfactemos;olfatemos
olfacte;olfate
olfactes;olfates
olfactiva;olfativa
olfactivas;olfativas
olfactivo;olfativo
olfactivos;olfativos
olfactá-la;olfatá-la
olfactá-las;olfatá-las
olfactá-lo-íamos;olfatá-lo-íamos
olfactá-lo-ei;olfatá-lo-ei
olfactá-lo-íeis;olfatá-lo-íeis
olfactá-lo-eis;olfatá-lo-eis
olfactá-lo-emos;olfatá-lo-emos
olfactá-lo-iam;olfatá-lo-iam
olfactá-lo-ia;olfatá-lo-ia
olfactá-lo-ias;olfatá-lo-ias
olfactá-lo-á;olfatá-lo-á
olfactá-lo;olfatá-lo
olfactá-lo-ão;olfatá-lo-ão
olfactá-lo-ás;olfatá-lo-ás
olfactá-los;olfatá-los
olfactámos;olfatámos
olfacto;olfato
olfactou;olfatou
olfactáramos;olfatáramos
olfactáreis;olfatáreis
olfactásseis;olfatásseis
olfactássemos;olfatássemos
olfactávamos;olfatávamos
olfactáveis;olfatáveis
olfáctica;olfática
olfácticas;olfáticas
olfáctico;olfático
olfácticos;olfáticos
onomatopeia;onomatopeia
onomatopeico;onomatopéico
opticidade;opticidade
opticidades;opticidade
optimamente;otimamente
optimismo;otimismo
optimismos;otimismos
optimista;otimista
optimistas;otimistas
optimizada;otimizada
optimizadas;otimizadas
optimizado;otimizado
optimizados;otimizados
optimizações;otimizações
optimizai;otimizai
optimizais;otimizais
optimizamos;otimizamos
optimizam;otimizam
optimizando;otimizando
optimização;otimização
optimiza;otimiza
optimizaríamos;otimizaríamos
optimizaram;otimizaram
optimizara;otimizara
optimizaras;otimizaras
optimizardes;otimizardes
optimizarei;otimizarei
optimizaríeis;otimizaríeis
optimizareis;otimizareis
optimizaremos;otimizaremos
optimizarem;otimizarem
optimizares;otimizares
optimizariam;otimizariam
optimizaria;otimizaria
optimizarias;otimizarias
optimizar-lha;otimizar-lha
optimizar-lhas;otimizar-lhas
optimizar-lhe;otimizar-lhe
optimizar-lhes;otimizar-lhes
optimizar-lho;otimizar-lho
optimizar-lhos;otimizar-lhos
optimizar-me-ei;otimizar-me-ei
optimizar-me-ia;otimizar-me-ia
optimizar-me;otimizar-me
optimizarmos;otimizarmos
optimizar-nos-íamos;otimizar-nos-íamos
optimizar-nos-emos;otimizar-nos-emos
optimizar-nos;otimizar-nos
optimizarão;otimizarão
optimizará;otimizará
optimizar;otimizar
optimizar-se-iam;otimizar-se-iam
optimizar-se-ia;otimizar-se-ia
optimizar-se-ão;otimizar-se-ão
optimizar-se-á;otimizar-se-á
optimizar-se;otimizar-se
optimizarás;otimizarás
optimizar-te-ei;otimizar-te-ei
optimizar-te-ias;otimizar-te-ias
optimizar-te-á;otimizar-te-á
optimizar-te;otimizar-te
optimizar-te-ás;otimizar-te-ás
optimizar-vos-íeis;otimizar-vos-íeis
optimizar-vos-eis;otimizar-vos-eis
optimizar-vos;otimizar-vos
optimizas;otimizas
optimizassem;otimizassem
optimizasse;otimizasse
optimizasses;otimizasses
optimizaste;otimizaste
optimizastes;otimizastes
optimizavam;otimizavam
optimizava;otimizava
optimizavas;otimizavas
optimizei;otimizei
optimizeis;otimizeis
optimizemos;otimizemos
optimizem;otimizem
optimize;otimize
optimizes;otimizes
optimizá-la;otimizá-la
optimizá-las;otimizá-las
optimizá-lo-íamos;otimizá-lo-íamos
optimizá-lo-ei;otimizá-lo-ei
optimizá-lo-íeis;otimizá-lo-íeis
optimizá-lo-eis;otimizá-lo-eis
optimizá-lo-emos;otimizá-lo-emos
optimizá-lo-iam;otimizá-lo-iam
optimizá-lo-ia;otimizá-lo-ia
optimizá-lo-ias;otimizá-lo-ias
optimizá-lo-ão;otimizá-lo-ão
optimizá-lo-á;otimizá-lo-á
optimizá-lo;otimizá-lo
optimizá-lo-ás;otimizá-lo-ás
optimizá-los;otimizá-los
optimizámos;otimizámos
optimizo;otimizo
optimizou;otimizou
optimizáramos;otimizáramos
optimizáreis;otimizáreis
optimizásseis;otimizásseis
optimizássemos;otimizássemos
optimizávamos;otimizávamos
optimizáveis;otimizáveis
ovóide;ovoide
ovóides;ovoides
panaceia;panaceia
parabolóide;paraboloide
parabolóides;paraboloides
paranóia;paranoia
paranóica;paranoica
paranóicas;paranoicas
paranóico;paranoico
paranóicos;paranoicos
parvóide;parvoide
parvóides;parvoides
patetóide;patetoide
percepcionada;percecionada
percepcionadas;percecionadas
percepcionado;percecionado
percepcionados;percecionados
percepcionai;percecionai
percepcionais;percecionais
percepcionamos;percecionamos
percepcionam;percecionam
percepcionando;percecionando
percepciona;perceciona
percepcionaríamos;percecionaríamos
percepcionaram;percecionaram
percepcionara;percecionara
percepcionaras;percecionaras
percepcionardes;percecionardes
percepcionarei;percecionarei
percepcionaríeis;percecionaríeis
percepcionareis;percecionareis
percepcionaremos;percecionaremos
percepcionarem;percecionarem
percepcionares;percecionares
percepcionariam;percecionariam
percepcionaria;percecionaria
percepcionarias;percecionarias
percepcionar-lha;percecionar-lha
percepcionar-lhas;percecionar-lhas
percepcionar-lhe;percecionar-lhe
percepcionar-lhes;percecionar-lhes
percepcionar-lho;percecionar-lho
percepcionar-lhos;percecionar-lhos
percepcionar-me-ei;percecionar-me-ei
percepcionar-me-ia;percecionar-me-ia
percepcionar-me;percecionar-me
percepcionarmos;percecionarmos
percepcionar-nos-íamos;percecionar-nos-íamos
percepcionar-nos-emos;percecionar-nos-emos
percepcionar-nos;percecionar-nos
percepcionarão;percecionarão
percepcionará;percecionará
percepcionar;percecionar
percepcionar-se-iam;percecionar-se-iam
percepcionar-se-ia;percecionar-se-ia
percepcionar-se-ão;percecionar-se-ão
percepcionar-se-á;percecionar-se-á
percepcionar-se;percecionar-se
percepcionarás;percecionarás
percepcionar-te-ei;percecionar-te-ei
percepcionar-te-ias;percecionar-te-ias
percepcionar-te-á;percecionar-te-á
percepcionar-te;percecionar-te
percepcionar-te-ás;percecionar-te-ás
percepcionar-vos-íeis;percecionar-vos-íeis
percepcionar-vos-eis;percecionar-vos-eis
percepcionar-vos;percecionar-vos
percepcionas;percecionas
percepcionassem;percecionassem
percepcionasse;percecionasse
percepcionasses;percecionasses
percepcionaste;percecionaste
percepcionastes;percecionastes
percepcionavam;percecionavam
percepcionava;percecionava
percepcionavas;percecionavas
percepcionei;percecionei
percepcioneis;percecioneis
percepcionemos;percecionemos
percepcionem;percecionem
percepcione;percecione
percepciones;perceciones
percepcionismo;percecionismo
percepcionismos;percecionismos
percepcioná-la;percecioná-la
percepcioná-las;percecioná-las
percepcioná-lo-íamos;percecioná-lo-íamos
percepcioná-lo-ei;percecioná-lo-ei
percepcioná-lo-íeis;percecioná-lo-íeis
percepcioná-lo-eis;percecioná-lo-eis
percepcioná-lo-emos;percecioná-lo-emos
percepcioná-lo-iam;percecioná-lo-iam
percepcioná-lo-ia;percecioná-lo-ia
percepcioná-lo-ias;percecioná-lo-ias
percepcioná-lo-ão;percecioná-lo-ão
percepcioná-lo-á;percecioná-lo-á
percepcioná-lo;percecioná-lo
percepcioná-lo-ás;percecioná-lo-ás
percepcioná-los;percecioná-los
percepcionámos;percecionámos
percepciono;perceciono
percepcionou;percecionou
percepcionáramos;percecionáramos
percepcionáreis;percecionáreis
percepcionásseis;percecionásseis
percepcionássemos;percecionássemos
percepcionávamos;percecionávamos
percepcionáveis;percecionáveis
percepções;perceções
percepção;perceção
perceptibilidade;percetibilidade
perceptibilidades;percetibilidades
perceptiva;percetiva
perceptivas;percetivas
perceptivo;percetivo
perceptivos;percetivos
perceptual;percetual
perceptíveis;percetíveis
perceptível;percetível
peremptoriamente;perentoriamente
peremptória;perentória
peremptórias;perentórias
peremptório;perentório
peremptórios;perentórios
perfeccional;perfecional
perfeccionismo;perfecionismo
perfeccionista;perfeccionista
perfeccionistas;perfeccionista
perfectibilidade;perfectibilidade
perfectibilidade;perfectível
perfectibilidades;perfectibilidade
perfectibilidades;perfectível
perfectibilizada;perfectibilizar
perfectibilizadas;perfectibilizar
perfectibilizado;perfectibilizar
perfectibilizados;perfectibilizar
perfectibilizai;perfectibilizar
perfectibilizais;perfectibilizar
perfectibilizamos;perfectibilizar
perfectibilizam;perfectibilizar
perfectibilizando;perfectibilizar
perfectibiliza;perfectibilizar
perfectibilizaríamos;perfectibilizar
perfectibilizaram;perfectibilizar
perfectibilizara;perfectibilizar
perfectibilizaras;perfectibilizar
perfectibilizardes;perfectibilizar
perfectibilizarei;perfectibilizar
perfectibilizaríeis;perfectibilizar
perfectibilizareis;perfectibilizar
perfectibilizaremos;perfectibilizar
perfectibilizarem;perfectibilizar
perfectibilizares;perfectibilizar
perfectibilizariam;perfectibilizar
perfectibilizaria;perfectibilizar
perfectibilizarias;perfectibilizar
perfectibilizar-lha;perfectibilizar
perfectibilizar-lhas;perfectibilizar
perfectibilizar-lhe;perfectibilizar
perfectibilizar-lhes;perfectibilizar
perfectibilizar-lho;perfectibilizar
perfectibilizar-lhos;perfectibilizar
perfectibilizar-me-ei;perfectibilizar
perfectibilizar-me-ia;perfectibilizar
perfectibilizar-me;perfectibilizar
perfectibilizarmos;perfectibilizar
perfectibilizar-nos-íamos;perfectibilizar
perfectibilizar-nos-emos;perfectibilizar
perfectibilizar-nos;perfectibilizar
perfectibilizarão;perfectibilizar
perfectibilizará;perfectibilizar
perfectibilizar;perfectibilizar
perfectibilizar-se-iam;perfectibilizar
perfectibilizar-se-ia;perfectibilizar
perfectibilizar-se-ão;perfectibilizar
perfectibilizar-se-á;perfectibilizar
perfectibilizar-se;perfectibilizar
perfectibilizarás;perfectibilizar
perfectibilizar-te-ei;perfectibilizar
perfectibilizar-te-ias;perfectibilizar
perfectibilizar-te-á;perfectibilizar
perfectibilizar-te;perfectibilizar
perfectibilizar-te-ás;perfectibilizar
perfectibilizar-vos-íeis;perfectibilizar
perfectibilizar-vos-eis;perfectibilizar
perfectibilizar-vos;perfectibilizar
perfectibilizas;perfectibilizar
perfectibilizassem;perfectibilizar
perfectibilizasse;perfectibilizar
perfectibilizasses;perfectibilizar
perfectibilizaste;perfectibilizar
perfectibilizastes;perfectibilizar
perfectibilizavam;perfectibilizar
perfectibilizava;perfectibilizar
perfectibilizavas;perfectibilizar
perfectibilizei;perfectibilizar
perfectibilizeis;perfectibilizar
perfectibilizemos;perfectibilizar
perfectibilizem;perfectibilizar
perfectibilize;perfectibilizar
perfectibilizes;perfectibilizar
perfectibilizá-la;perfectibilizar
perfectibilizá-las;perfectibilizar
perfectibilizá-lo-íamos;perfectibilizar
perfectibilizá-lo-ei;perfectibilizar
perfectibilizá-lo-íeis;perfectibilizar
perfectibilizá-lo-eis;perfectibilizar
perfectibilizá-lo-emos;perfectibilizar
perfectibilizá-lo-iam;perfectibilizar
perfectibilizá-lo-ia;perfectibilizar
perfectibilizá-lo-ias;perfectibilizar
perfectibilizá-lo-ão;perfectibilizar
perfectibilizá-lo-á;perfectibilizar
perfectibilizá-lo;perfectibilizar
perfectibilizá-lo-ás;perfectibilizar
perfectibilizá-los;perfectibilizar
perfectibilizámos;perfectibilizar
perfectibilizo;perfectibilizar
perfectibilizou;perfectibilizar
perfectibilizáramos;perfectibilizar
perfectibilizáreis;perfectibilizar
perfectibilizásseis;perfectibilizar
perfectibilizássemos;perfectibilizar
perfectibilizávamos;perfectibilizar
perfectibilizáveis;perfectibilizar
perfectivo;perfetivo
perfectível;perfectível
perspéctico;perspético
perspectivada;perspetivada
perspectivadas;perspetivadas
perspectivado;perspetivado
perspectivados;perspetivados
perspectivações;perspetivações
perspectivai;perspetivai
perspectivais;perspetivais
perspectivamos;perspetivamos
perspectivam;perspetivam
perspectivando;perspetivando
perspectivação;perspetivação
perspectiva;perspetiva
perspectivaríamos;perspetivaríamos
perspectivaram;perspetivaram
perspectivara;perspetivara
perspectivaras;perspetivaras
perspectivardes;perspetivardes
perspectivarei;perspetivarei
perspectivaríeis;perspetivaríeis
perspectivareis;perspetivareis
perspectivaremos;perspetivaremos
perspectivarem;perspetivarem
perspectivares;perspetivares
perspectivariam;perspetivariam
perspectivaria;perspetivaria
perspectivarias;perspetivarias
perspectivar-lha;perspetivar-lha
perspectivar-lhas;perspetivar-lhas
perspectivar-lhe;perspetivar-lhe
perspectivar-lhes;perspetivar-lhes
perspectivar-lho;perspetivar-lho
perspectivar-lhos;perspetivar-lhos
perspectivar-me-ei;perspetivar-me-ei
perspectivar-me-ia;perspetivar-me-ia
perspectivar-me;perspetivar-me
perspectivarmos;perspetivarmos
perspectivar-nos-íamos;perspetivar-nos-íamos
perspectivar-nos-emos;perspetivar-nos-emos
perspectivar-nos;perspetivar-nos
perspectivarão;perspetivarão
perspectivará;perspetivará
perspectivar;perspetivar
perspectivar-se-iam;perspetivar-se-iam
perspectivar-se-ia;perspetivar-se-ia
perspectivar-se-ão;perspetivar-se-ão
perspectivar-se-á;perspetivar-se-á
perspectivar-se;perspetivar-se
perspectivarás;perspetivarás
perspectivar-te-ei;perspetivar-te-ei
perspectivar-te-ias;perspetivar-te-ias
perspectivar-te-á;perspetivar-te-á
perspectivar-te;perspetivar-te
perspectivar-te-ás;perspetivar-te-ás
perspectivar-vos-íeis;perspetivar-vos-íeis
perspectivar-vos-eis;perspetivar-vos-eis
perspectivar-vos;perspetivar-vos
perspectivas;perspetivas
perspectivassem;perspetivassem
perspectivasse;perspetivasse
perspectivasses;perspetivasses
perspectivaste;perspetivaste
perspectivastes;perspetivastes
perspectivavam;perspetivavam
perspectivava;perspetivava
perspectivavas;perspetivavas
perspectivei;perspetivei
perspectiveis;perspetiveis
perspectivemos;perspetivemos
perspectivem;perspetivem
perspective;perspetive
perspectives;perspetives
perspectividade;perspetividade
perspectividades;perspetividades
perspectivismo;perspetivismo
perspectivismos;perspetivismos
perspectivá-la;perspetivá-la
perspectivá-las;perspetivá-las
perspectivá-lo-íamos;perspetivá-lo-íamos
perspectivá-lo-ei;perspetivá-lo-ei
perspectivá-lo-íeis;perspetivá-lo-íeis
perspectivá-lo-eis;perspetivá-lo-eis
perspectivá-lo-emos;perspetivá-lo-emos
perspectivá-lo-iam;perspetivá-lo-iam
perspectivá-lo-ia;perspetivá-lo-ia
perspectivá-lo-ias;perspetivá-lo-ias
perspectivá-lo-ão;perspetivá-lo-ão
perspectivá-lo-á;perspetivá-lo-á
perspectivá-lo;perspetivá-lo
perspectivá-lo-ás;perspetivá-lo-ás
perspectivá-los;perspetivá-los
perspectivámos;perspetivámos
perspectivo;perspetivo
perspectivou;perspetivou
perspectiváramos;perspetiváramos
perspectiváreis;perspetiváreis
perspectivásseis;perspetivásseis
perspectivássemos;perspetivássemos
perspectivávamos;perspetivávamos
perspectiváveis;perspetiváveis
petalóide;petaloide
petalóides;petaloides
piezoeléctrico;piezoelétrico
pinguim;pinguim
pinguins;pinguins
planetóide;planetoide
plateia;plateia
plateias;plateias
plebeia;plebeia
plebeias;plebeias
pêlo;pelo
pêlos;pelos
polaróide;polaroide
porta-jóias;porta-joias
pára-brisas;para-brisas
pára-choques;para-choques
pára-lamas;para-lamas
pêra;pera
pára-quedas;para-quedas
pára-quedismo;para-quedismo
pára-quedista;para-quedista
pára-raios;para-raios
pêras;peras
pára-vento;para-vento
preceptorado;precetorado
preceptoral;precetoral
preceptora;preceptor
preceptoras;preceptor
preceptores;preceptor
preceptorial;preceptorial
preceptoria;preceptoria
preceptor;preceptor
preconcepção;preconceção
predilecção;predileção
predilecta;predileta
predilectas;prediletas
predilecto;predileto
predilectos;prediletos
prelecção;preleção
prismatóide;prismatoide
prismóide;prismoide
projécteis;projéteis
projéctil;projétil
projeccionista;projecionista
projeccionistas;projecionistas
projecções;projeções
projecção;projeção
projectada;projetada
projectadas;projetadas
projectado;projetado
projectados;projetados
projectações;projetações
projectai;projetai
projectais;projetais
projectamos;projetamos
projectam;projetam
projectando;projetando
projectante;projetante
projectantes;projetantes
projectação;projetação
projecta;projeta
projectaríamos;projetaríamos
projectaram;projetaram
projectara;projetara
projectaras;projetaras
projectardes;projetardes
projectarei;projetarei
projectaríeis;projetaríeis
projectareis;projetareis
projectaremos;projetaremos
projectarem;projetarem
projectares;projetares
projectariam;projetariam
projectaria;projetaria
projectarias;projetarias
projectar-lha;projetar-lha
projectar-lhas;projetar-lhas
projectar-lhe;projetar-lhe
projectar-lhes;projetar-lhes
projectar-lho;projetar-lho
projectar-lhos;projetar-lhos
projectar-me-ei;projetar-me-ei
projectar-me-ia;projetar-me-ia
projectar-me;projetar-me
projectarmos;projetarmos
projectar-nos-íamos;projetar-nos-íamos
projectar-nos-emos;projetar-nos-emos
projectar-nos;projetar-nos
projectarão;projetarão
projectará;projetará
projectar;projetar
projectar-se-iam;projetar-se-iam
projectar-se-ia;projetar-se-ia
projectar-se-ão;projetar-se-ão
projectar-se-á;projetar-se-á
projectar-se;projetar-se
projectarás;projetarás
projectar-te-ei;projetar-te-ei
projectar-te-ias;projetar-te-ias
projectar-te-á;projetar-te-á
projectar-te;projetar-te
projectar-te-ás;projetar-te-ás
projectar-vos-íeis;projetar-vos-íeis
projectar-vos-eis;projetar-vos-eis
projectar-vos;projetar-vos
projectas;projetas
projectassem;projetassem
projectasse;projetasse
projectasses;projetasses
projectaste;projetaste
projectastes;projetastes
projectavam;projetavam
projectava;projetava
projectavas;projetavas
projectei;projetei
projecteis;projeteis
projectemos;projetemos
projectem;projetem
projecte;projete
projectes;projetes
projectista;projetista
projectistas;projetistas
projectiva;projetiva
projectivas;projetivas
projectivo;projetivo
projectá-la;projetá-la
projectá-las;projetá-las
projectá-lo-íamos;projetá-lo-íamos
projectá-lo-ei;projetá-lo-ei
projectá-lo-íeis;projetá-lo-íeis
projectá-lo-eis;projetá-lo-eis
projectá-lo-emos;projetá-lo-emos
projectá-lo-iam;projetá-lo-iam
projectá-lo-ia;projetá-lo-ia
projectá-lo-ias;projetá-lo-ias
projectá-lo-ão;projetá-lo-ão
projectá-lo-á;projetá-lo-á
projectá-lo;projetá-lo
projectá-lo-ás;projetá-lo-ás
projectá-los;projetá-los
projectámos;projetámos
projecto-lei;projeto-lei
projecto;projeto
projectores;projetores
projector;projetor
projectos;projetos
projectou;projetou
projectáramos;projetáramos
projectáreis;projetáreis
projectásseis;projetásseis
projectássemos;projetássemos
projectura;projetura
projectávamos;projetávamos
projectáveis;projetáveis
pêro;pero
prosopopeia;prosopopeia
prospecções;prospeções
prospecção;prospeção
prospectada;prospetada
prospectadas;prospetadas
prospectado;prospetado
prospectados;prospetados
prospectai;prospetai
prospectais;prospetais
prospectamos;prospetamos
prospectam;prospetam
prospectando;prospetando
prospecta;prospeta
prospectaríamos;prospetaríamos
prospectaram;prospetaram
prospectara;prospetara
prospectaras;prospetaras
prospectardes;prospetardes
prospectarei;prospetarei
prospectaríeis;prospetaríeis
prospectareis;prospetareis
prospectaremos;prospetaremos
prospectarem;prospetarem
prospectares;prospetares
prospectariam;prospetariam
prospectaria;prospetaria
prospectarias;prospetarias
prospectar-lha;prospetar-lha
prospectar-lhas;prospetar-lhas
prospectar-lhe;prospetar-lhe
prospectar-lhes;prospetar-lhes
prospectar-lho;prospetar-lho
prospectar-lhos;prospetar-lhos
prospectar-me-ei;prospetar-me-ei
prospectar-me-ia;prospetar-me-ia
prospectar-me;prospetar-me
prospectarmos;prospetarmos
prospectar-nos-íamos;prospetar-nos-íamos
prospectar-nos-emos;prospetar-nos-emos
prospectar-nos;prospetar-nos
prospectarão;prospetarão
prospectará;prospetará
prospectar;prospetar
prospectar-se-iam;prospetar-se-iam
prospectar-se-ia;prospetar-se-ia
prospectar-se-ão;prospetar-se-ão
prospectar-se-á;prospetar-se-á
prospectar-se;prospetar-se
prospectarás;prospetarás
prospectar-te-ei;prospetar-te-ei
prospectar-te-ias;prospetar-te-ias
prospectar-te-á;prospetar-te-á
prospectar-te;prospetar-te
prospectar-te-ás;prospetar-te-ás
prospectar-vos-íeis;prospetar-vos-íeis
prospectar-vos-eis;prospetar-vos-eis
prospectar-vos;prospetar-vos
prospectas;prospetas
prospectassem;prospetassem
prospectasse;prospetasse
prospectasses;prospetasses
prospectaste;prospetaste
prospectastes;prospetastes
prospectavam;prospetavam
prospectava;prospetava
prospectavas;prospetavas
prospectei;prospetei
prospecteis;prospeteis
prospectemos;prospetemos
prospectem;prospetem
prospecte;prospete
prospectes;prospetes
prospectiva;prospetiva
prospectivas;prospetivas
prospectivo;prospetivo
prospectámos;prospetámos
prospecto;prospeto
prospectora;prospetora
prospectoras;prospetoras
prospectores;prospetores
prospector;prospetor
prospectos;prospetos
prospectou;prospetou
prospectáramos;prospetáramos
prospectáreis;prospetáreis
prospectásseis;prospetásseis
prospectássemos;prospetássemos
prospectávamos;prospetávamos
prospectáveis;prospetáveis
proteccional;protecional
proteccionismo;protecionismo
proteccionismos;protecionismos
proteccionista;protecionista
proteccionistas;protecionistas
protecções;proteções
protecção;proteção
protectorado;protetorado
protectorados;protetorados
protectoral;protetoral
protectora;protetora
protectoras;protetoras
protectores;protetores
protectoria;protetoria
protector;protetor
protectório;protetório
proteica;proteica
proteicas;proteicas
proteico;proteico
proteicos;proteicos
pré-seleccionada;pré-selecionada
pré-seleccionadas;pré-selecionadas
pré-seleccionado;pré-selecionado
pré-seleccionadora;pré-selecionadora
pré-seleccionadoras;pré-selecionadoras
pré-seleccionadores;pré-selecionadores
pré-seleccionador;pré-selecionador
pré-seleccionados;pré-selecionados
pré-seleccionai;pré-selecionai
pré-seleccionais;pré-selecionais
pré-seleccionamos;pré-selecionamos
pré-seleccionam;pré-selecionam
pré-seleccionando;pré-selecionando
pré-selecciona;pré-seleciona
pré-seleccionaríamos;pré-selecionaríamos
pré-seleccionaram;pré-selecionaram
pré-seleccionara;pré-selecionara
pré-seleccionaras;pré-selecionaras
pré-seleccionardes;pré-selecionardes
pré-seleccionarei;pré-selecionarei
pré-seleccionaríeis;pré-selecionaríeis
pré-seleccionareis;pré-selecionareis
pré-seleccionaremos;pré-selecionaremos
pré-seleccionarem;pré-selecionarem
pré-seleccionares;pré-selecionares
pré-seleccionariam;pré-selecionariam
pré-seleccionaria;pré-selecionaria
pré-seleccionarias;pré-selecionarias
pré-seleccionarmos;pré-selecionarmos
pré-seleccionarão;pré-selecionarão
pré-seleccionará;pré-selecionará
pré-seleccionar;pré-selecionar
pré-seleccionarás;pré-selecionarás
pré-seleccionas;pré-selecionas
pré-seleccionassem;pré-selecionassem
pré-seleccionasse;pré-selecionasse
pré-seleccionasses;pré-selecionasses
pré-seleccionaste;pré-selecionaste
pré-seleccionastes;pré-selecionastes
pré-seleccionavam;pré-selecionavam
pré-seleccionava;pré-selecionava
pré-seleccionavas;pré-selecionavas
pré-seleccionei;pré-selecionei
pré-seleccioneis;pré-selecioneis
pré-seleccionemos;pré-selecionemos
pré-seleccionem;pré-selecionem
pré-seleccione;pré-selecione
pré-selecciones;pré-seleciones
pré-seleccionámos;pré-selecionámos
pré-selecciono;pré-seleciono
pré-seleccionou;pré-selecionou
pré-seleccionáramos;pré-selecionáramos
pré-seleccionáreis;pré-selecionáreis
pré-seleccionásseis;pré-selecionásseis
pré-seleccionássemos;pré-selecionássemos
pré-seleccionávamos;pré-selecionávamos
pré-seleccionáveis;pré-selecionáveis
pré-seleccionável;pré-selecionável
pré-selecções;pré-seleções
pré-selecção;pré-seleção
ópticas;óticas
óptica;ótica
ópticos;óticos
óptico;ótico
óptimas;ótimas
óptima;ótima
óptimos;ótimos
óptimo;ótimo
punctiforme;punctiforme
punctiformes;punctiformes
punctura;punctura
puncturas;punctura
putrefacção;putrefação
putrefactivo;putrefactivo
putrefactório;putrefatório
quinquagenário;quinquagenário
quinquagésima;quinquagésima
quinquagésimas;quinquagésimas
quinquagésimo;quinquagésimo
quinquenais;quinquenais
quinquenal;quinquenal
quinquénio;quinquénio
radioactiva;radioativa
radioactivas;radioativas
radioactividade;radioatividade
radioactividades;radioatividades
radioactivo;radioativo
radioactivos;radioativos
rarefacção;rarefação
rarefactivo;rarefativo
rarefactor;rarefator
rarefactível;rarefactível
árctica;ártica
árcticas;árticas
árctico;ártico
árcticos;árticos
reaccionais;reacionais
reaccional;reacional
reaccionarismo;reacionarismo
reaccionarismos;reacionarismos
reaccionária;reacionária
reaccionárias;reacionárias
reaccionário;reacionário
reaccionários;reacionários
reacções;reações
reacção;reação
reactivada;reativada
reactivadas;reativadas
reactivadora;reativadora
reactivadoras;reativadoras
reactivado;reativado
reactivadores;reativadores
reactivador;reativador
reactivados;reativados
reactivações;reativações
reactivai;reativai
reactivais;reativais
reactivamos;reativamos
reactivam;reativam
reactivando;reativando
reactivante;reativante
reactivantes;reativantes
reactivação;reativação
reactivaríamos;reativaríamos
reactivaram;reativaram
reactivara;reativara
reactivaras;reativaras
reactivardes;reativardes
reactiva;reativa
reactivarei;reativarei
reactivaríeis;reativaríeis
reactivareis;reativareis
reactivaremos;reativaremos
reactivarem;reativarem
reactivares;reativares
reactivariam;reativariam
